name,positions,rating,club,league,nationality
Bryce Duke,CAM,66,CF Montréal,Major League Soccer,United States
Hassani Dotson,CDM,66,Minnesota United FC,Major League Soccer,United States
Elias Mar Omarsson,ST,66,NAC Breda,Eredivisie,Iceland
Owono,GK,66,Deportivo Alavés,La Liga,Equatorial Guinea
Nick Lima,RB,66,San Jose Earthquakes,Major League Soccer,United States
Jayden Addai,RW,66,AZ Alkmaar,Eredivisie,Holland
Calvin Twigt,CM,66,Go Ahead Eagles,Eredivisie,Holland
Tomas Ostrak,RM,66,St. Louis CITY SC,Major League Soccer,Czech Republic
Jordy Bruijn,CAM,66,Heracles Almelo,Eredivisie,Holland
Alec Kann,GK,66,FC Cincinnati,Major League Soccer,United States
Matti Peltola,CDM,66,DC United,Major League Soccer,Finland
Marvin Martins,CB,66,Almere City FC,Eredivisie,Luxembourg
Przemysław Tyton,GK,66,FC Twente,Eredivisie,Poland
Jesse Bosch,CM,66,Willem II,Eredivisie,Holland
Lachlan Brook,RM,66,Real Salt Lake,Major League Soccer,Australia
Cisse Sandra,CM,66,Willem II,Eredivisie,Belgium
Sebastian Lletget,CM,66,FC Dallas,Major League Soccer,United States
Theo De Percin,GK,66,AJ Auxerre,Ligue 1,France
Iker Bravo,ST,66,Udinese,Serie A,Spain
Antoine Hainaut,RB,66,Parma,Serie A,France
Kazeem Olaigbe,LM,66,Stade Rennais FC,Ligue 1,Belgium
Patrick Yazbek,CDM,66,Nashville SC,Major League Soccer,Australia
Maren Haile-Selassie,RM,66,Chicago Fire,Major League Soccer,Switzerland
Max Moerstedt,ST,66,TSG 1899 Hoffenheim,Bundesliga,Germany
Ariel Lassiter,LM,66,Portland Timbers,Major League Soccer,Costa Rica
Oscar Pettersson,RW,66,Go Ahead Eagles,Eredivisie,Sweden
Dario Van den Buijs,CB,66,RKC Waalwijk,Eredivisie,Belgium
Luca Plogmann,GK,66,Go Ahead Eagles,Eredivisie,Germany
Luis Diaz,LW,66,New England Revolution,Major League Soccer,Colombia
Noahkai Banks,CB,65,FC Augsburg,Bundesliga,United States
Tani Oluwaseyi,ST,65,Minnesota United FC,Major League Soccer,Nigeria
Jasper Dahlhaus,LM,65,Fortuna Sittard,Eredivisie,Holland
Kornelius N. Hansen,ST,65,Almere City FC,Eredivisie,Norway
Dario Zuparic,CB,65,Portland Timbers,Major League Soccer,Croatia
Miguel Berry,ST,65,LA Galaxy,Major League Soccer,Spain
Ibrahim Aliyu,ST,65,Columbus Crew,Major League Soccer,Nigeria
Ryan Raposo,LM,65,Los Angeles FC,Major League Soccer,Canada
Andres Perea,CDM,65,New York City FC,Major League Soccer,United States
Mauricio Pineda,CB,65,Chicago Fire,Major League Soccer,United States
Zac McGraw,CB,65,Portland Timbers,Major League Soccer,Canada
Nathan-Dylan Saliba,CM,65,CF Montréal,Major League Soccer,Canada
Daniel Edelman,CDM,65,New York Red Bulls,Major League Soccer,United States
Rodrigo Schlegel,CB,65,Orlando City SC,Major League Soccer,Argentina
Teo Quintero,CB,65,Sparta Rotterdam,Eredivisie,Venezuela
Theo Barbet,CB,65,Almere City FC,Eredivisie,France
Jacobo,RM,65,Real Madrid,La Liga,Spain
Jacobo,CB,65,Real Madrid,La Liga,Spain
Dylan Nealis,RB,65,New York Red Bulls,Major League Soccer,United States
Lassi Lappalainen,LM,65,Columbus Crew,Major League Soccer,Finland
Kyle Smith,RB,65,Orlando City SC,Major League Soccer,United States
Griffin Dorsey,RB,65,Houston Dynamo,Major League Soccer,United States
James Pantemis,GK,65,Portland Timbers,Major League Soccer,Canada
Ian Harkes,CM,65,San Jose Earthquakes,Major League Soccer,United States
Thijmen Blokzijl,CB,65,FC Groningen,Eredivisie,Holland
Mason Toye,ST,65,Sporting Kansas City,Major League Soccer,United States
Chris-Emmanuel Lokesa,LM,65,RKC Waalwijk,Eredivisie,Belgium
Brynjolfur Willumsson,ST,65,FC Groningen,Eredivisie,Iceland
Tom Pearce,LB,65,CF Montréal,Major League Soccer,England
Liam van Gelderen,RB,65,RKC Waalwijk,Eredivisie,Suriname
Christian Rasmussen,RW,65,Ajax,Eredivisie,Denmark
Ryan Thomas,CM,65,PEC Zwolle,Eredivisie,New Zealand
Sunusi Ibrahim,ST,65,CF Montréal,Major League Soccer,Nigeria
Noah Allen,LB,65,Inter Miami,Major League Soccer,United States
Thomas Buitink,ST,65,PEC Zwolle,Eredivisie,Holland
Raul Paula,CAM,65,NAC Breda,Eredivisie,Germany
Theodore Ku-DiPietro,LM,65,Colorado Rapids,Major League Soccer,United States
Yoram Zague,RB,65,Paris Saint-Germain,Ligue 1,France
Arvid Brorsson,CM,65,Monza,Serie A,Sweden
Bryan Limbombe,LM,65,Heracles Almelo,Eredivisie,Belgium
Adi Nalic,CAM,65,Almere City FC,Eredivisie,Bosnia and Herzegovina
Søren Tengstedt,CAM,65,Go Ahead Eagles,Eredivisie,Denmark
Jeremy Bokila,ST,65,Willem II,Eredivisie,Congo DR
Darijo Grujcic,CB,65,Fortuna Sittard,Eredivisie,Austria
Carlos Teran,CB,65,Chicago Fire,Major League Soccer,Colombia
Andre Anderson,CAM,65,Lazio,Serie A,Italy
Ousmane Camara,CB,65,Angers SCO,Ligue 1,France
Ousmane Camara,ST,65,Angers SCO,Ligue 1,France
Jesus Bueno,CDM,65,Philadelphia Union,Major League Soccer,Venezuela
Peter Stroud,CDM,65,New York Red Bulls,Major League Soccer,United States
Sebastien Ibeagha,CB,65,FC Dallas,Major League Soccer,United States
Omari Forson,RM,65,Monza,Serie A,England
Finn Stokkers,ST,65,Go Ahead Eagles,Eredivisie,Holland
Fredrik Oldrup Jensen,CDM,65,NAC Breda,Eredivisie,Norway
Derrick Jones,CDM,65,Columbus Crew,Major League Soccer,United States
Logan Ndenbe,LB,65,Sporting Kansas City,Major League Soccer,Belgium
Oliver Braude,RB,65,SC Heerenveen,Eredivisie,Norway
Marcus Linday,CM,65,SC Heerenveen,Eredivisie,Sweden
Rui Mendes,RM,65,FC Groningen,Eredivisie,Portugal
Daniel Rios,ST,65,Vancouver Whitecaps FC,Major League Soccer,Mexico
Kevin Cabral,LM,65,Colorado Rapids,Major League Soccer,France
Paul Marie,RB,65,San Jose Earthquakes,Major League Soccer,France
Andu Kelati,LW,65,Holstein Kiel,Bundesliga,Germany
Rafael Santos,LB,65,Orlando City SC,Major League Soccer,Brazil
Runar Þor Sigurgeirsson,LB,65,Willem II,Eredivisie,Iceland
Miguel Araujo,CB,65,Portland Timbers,Major League Soccer,Peru
Zac MacMath,GK,65,Real Salt Lake,Major League Soccer,United States
Bill Tuiloma,CB,65,Charlotte FC,Major League Soccer,New Zealand
Eliano Reijnders,LM,65,PEC Zwolle,Eredivisie,Indonesia
Luuk Koopmans,GK,65,Fortuna Sittard,Eredivisie,Holland
Ivan Mesik,CB,65,Heracles Almelo,Eredivisie,Slovakia
Che Nunnely,RM,65,SC Heerenveen,Eredivisie,Suriname
Boyd Reith,RB,65,Sparta Rotterdam,Eredivisie,Holland
Amine Lachkar,CDM,65,Willem II,Eredivisie,Holland
Jack Maher,CB,65,Nashville SC,Major League Soccer,United States
Alex Bono,GK,65,New England Revolution,Major League Soccer,United States
Celio Pompeu,LM,65,St. Louis CITY SC,Major League Soccer,Brazil
Sebastian Berhalter,CM,65,Vancouver Whitecaps FC,Major League Soccer,United States
Gjivai Zechiel,CM,65,Sparta Rotterdam,Eredivisie,Holland
Romano Postema,ST,65,FC Groningen,Eredivisie,Holland
Alex Carbonell,CM,64,Almere City FC,Eredivisie,Spain
Thierry Lutonda,LB,64,PEC Zwolle,Eredivisie,Belgium
Brendan Hines-Ike,CB,64,Austin FC,Major League Soccer,United States
Sam Junqua,LB,64,Real Salt Lake,Major League Soccer,United States
Mike Hauptmeijer,GK,64,PEC Zwolle,Eredivisie,Holland
Tomas Totland,RB,64,St. Louis CITY SC,Major League Soccer,Norway
Danny Leyva,CM,64,Seattle Sounders FC,Major League Soccer,United States
Boyd Lucassen,RB,64,NAC Breda,Eredivisie,Holland
Alonso Coello,CM,64,Toronto FC,Major League Soccer,Spain
Sigurd Rosted,CB,64,Toronto FC,Major League Soccer,Norway
Gijs Besselink,CDM,64,FC Twente,Eredivisie,Holland
Anthony Descotte,ST,64,FC Utrecht,Eredivisie,Belgium
Mitja Ilenic,RB,64,New York City FC,Major League Soccer,Slovenia
David Ruiz,CM,64,Inter Miami,Major League Soccer,Honduras
John Pulskamp,GK,64,Sporting Kansas City,Major League Soccer,United States
Casper Staring,CDM,64,NAC Breda,Eredivisie,Holland
Mateo Pellegrino,ST,64,Parma,Serie A,Argentina
Rick Meissen,CB,64,Sparta Rotterdam,Eredivisie,Holland
David Odogu,CB,64,VfL Wolfsburg,Bundesliga,Germany
Jimmy Maurer,GK,64,Houston Dynamo,Major League Soccer,United States
Tika de Jonge,LM,64,FC Groningen,Eredivisie,Holland
Teal Bunbury,ST,64,Nashville SC,Major League Soccer,United States
Owen Wolff,CDM,64,Austin FC,Major League Soccer,United States
Jacen Russell-Rowe,ST,64,Columbus Crew,Major League Soccer,Canada
Wouter Prins,LB,64,FC Groningen,Eredivisie,Holland
Iuri Tavares,LW,64,Charlotte FC,Major League Soccer,Cape Verde Islands
Matthew Garbett,CAM,64,NAC Breda,Eredivisie,New Zealand
Adrian Blake,LM,64,FC Utrecht,Eredivisie,England
Ethan Bartlow,CB,64,Houston Dynamo,Major League Soccer,United States
Joey Jacobs,CB,64,Almere City FC,Eredivisie,Holland
Joshua Yaro,CB,64,St. Louis CITY SC,Major League Soccer,Ghana
Franco Carboni,LB,64,Venezia,Serie A,Argentina
Luka Gavran,GK,64,Toronto FC,Major League Soccer,Canada
Bernard Kamungo,RM,64,FC Dallas,Major League Soccer,United States
Dominique Badji,ST,64,DC United,Major League Soccer,Senegal
Tanner Beason,CB,64,New England Revolution,Major League Soccer,United States
Sem Scheperman,CDM,64,Heracles Almelo,Eredivisie,Holland
Nicholas Hagen,GK,64,Columbus Crew,Major League Soccer,Guatemala
Wikelman Carmona,RM,64,New York Red Bulls,Major League Soccer,Venezuela
Josh Atencio,CDM,64,Colorado Rapids,Major League Soccer,United States
Luuk Wouters,LB,64,RKC Waalwijk,Eredivisie,Holland
Drissa Camara,RM,64,Parma,Serie A,Côte d'Ivoire
Damian van der Haar,CB,64,PEC Zwolle,Eredivisie,Holland
Nick Fichtinger,CM,64,PEC Zwolle,Eredivisie,Holland
Jon Gallagher,RB,64,Austin FC,Major League Soccer,Republic of Ireland
Patrickson Delgado,CM,64,FC Dallas,Major League Soccer,Ecuador
Godfried Roemeratoe,CDM,64,RKC Waalwijk,Eredivisie,Curaçao
Lasse Rieß,GK,64,1. FSV Mainz 05,Bundesliga,Germany
Fernando Alvarez,CB,64,CF Montréal,Major League Soccer,Colombia
Aaron Meijers,LB,64,RKC Waalwijk,Eredivisie,Holland
Aziel Jackson,CAM,64,Columbus Crew,Major League Soccer,United States
Eric Miller,RB,64,Portland Timbers,Major League Soccer,United States
Patrick Joosten,LW,64,Willem II,Eredivisie,Holland
Mimeirhel Benita,RB,64,Heracles Almelo,Eredivisie,Holland
Fabian Herbers,RM,64,CF Montréal,Major League Soccer,Germany
Kacper Kostorz,ST,64,NAC Breda,Eredivisie,Poland
Kevin O'Toole,LB,64,New York City FC,Major League Soccer,United States
Stanis Idumbo,CAM,64,Sevilla FC,La Liga,Belgium
Sidiki Cherif,LM,64,Angers SCO,Ligue 1,France
Zan Kolmanic,LB,64,Austin FC,Major League Soccer,Slovenia
Enes Mahmutovic,CB,64,NAC Breda,Eredivisie,Luxembourg
Emilio Kehrer,ST,63,Willem II,Eredivisie,Germany
Amar Sejdic,CM,63,Columbus Crew,Major League Soccer,Germany
Samuel Adeniran,ST,63,LASK Linz,Bundesliga,United States
Niko Tsakiris,CAM,63,San Jose Earthquakes,Major League Soccer,United States
Dennis Kaygin,CAM,63,Willem II,Eredivisie,Germany
Ryan Sailor,CB,63,Inter Miami,Major League Soccer,United States
Jannes Wieckhoff,RB,63,Heracles Almelo,Eredivisie,Germany
Ramon Martinez,CDM,63,Sevilla FC,La Liga,Paraguay
Paul Rothrock,RM,63,Seattle Sounders FC,Major League Soccer,United States
Nikola Petkovic,CDM,63,Charlotte FC,Major League Soccer,Serbia
Dante Sealy,LM,63,CF Montréal,Major League Soccer,United States
Roshon van Eijma,CB,63,RKC Waalwijk,Eredivisie,Curaçao
Zorhan Bassong,LB,63,Sporting Kansas City,Major League Soccer,Canada
Novak Micovic,GK,63,LA Galaxy,Major League Soccer,Serbia
Medon Berisha,CM,63,Lecce,Serie A,Albania
Danny Musovski,ST,63,Seattle Sounders FC,Major League Soccer,United States
Jahkeele Marshall-Rutty,RB,63,Charlotte FC,Major League Soccer,Canada
Ian Fray,CB,63,Inter Miami,Major League Soccer,United States
Ousseni Bouda,LM,63,San Jose Earthquakes,Major League Soccer,Burkina Faso
Jonathan Dean,LB,63,Chicago Fire,Major League Soccer,United States
Kaj de Rooij,RM,63,PEC Zwolle,Eredivisie,Holland
Kobe Franklin,RB,63,Toronto FC,Major League Soccer,Canada
Andrew Tarbell,GK,63,Houston Dynamo,Major League Soccer,United States
Chase Gasper,LB,63,Chicago Fire,Major League Soccer,United States
Alex Balboa,CM,63,Almere City FC,Eredivisie,Equatorial Guinea
Will Sands,LM,63,New England Revolution,Major League Soccer,United States
Kevin Felida,CDM,63,RKC Waalwijk,Eredivisie,Curaçao
Tim van de Loo,CDM,63,RKC Waalwijk,Eredivisie,Holland
Harry Amass,LB,63,Manchester United,Premier League,England
Tyrese Spicer,LW,63,Toronto FC,Major League Soccer,Trinidad and Tobago
Daouda Weidmann,CM,63,RKC Waalwijk,Eredivisie,France
Khiry Shelton,ST,63,Sporting Kansas City,Major League Soccer,United States
Youssuf Sylla,ST,63,Willem II,Eredivisie,Belgium
Carlos Harvey,CDM,63,Minnesota United FC,Major League Soccer,Panama
Rob Nizet,LB,63,Willem II,Eredivisie,Belgium
Justin Haak,CB,63,New York City FC,Major League Soccer,United States
Devin Padelford,CB,62,Minnesota United FC,Major League Soccer,United States
Nathan Ordaz,ST,62,Los Angeles FC,Major League Soccer,Mexico
Faiz Mattoir,LM,62,Almere City FC,Eredivisie,Netherlands
Roy Kuijpers,RM,62,NAC Breda,Eredivisie,Holland
Ali Bina Dembele,RB,62,Torino,Serie A,France
Joey Kesting,GK,62,RKC Waalwijk,Eredivisie,Holland
Wyatt Omsberg,CB,62,New England Revolution,Major League Soccer,United States
Taylor Washington,LB,62,Nashville SC,Major League Soccer,United States
Christopher Mamengi,CB,62,Almere City FC,Eredivisie,Holland
Hussein Ali,RB,62,SC Heerenveen,Eredivisie,Iraq
Oliver Larraz,CDM,62,Colorado Rapids,Major League Soccer,United States
Logan Farrington,ST,62,FC Dallas,Major League Soccer,United States
Tsiki Ntsabeleng,CM,62,FC Dallas,Major League Soccer,South Africa
Juan Familia-Castillo,LB,62,RKC Waalwijk,Eredivisie,Holland
Jack Skahan,CM,62,San Jose Earthquakes,Major League Soccer,United States
Bojan Radulovic,ST,62,Fortuna Sittard,Eredivisie,Serbia
Nokkvi Þorisson,LM,62,Sparta Rotterdam,Eredivisie,Iceland
Denzel Hall,RB,62,SC Heerenveen,Eredivisie,Holland
Mats Pannewig,CM,62,VfL Bochum 1848,Bundesliga,Germany
Finn Stam,CB,62,FC Groningen,Eredivisie,Holland
Preston Judd,ST,62,San Jose Earthquakes,Major League Soccer,United States
Lukas MacNaughton,CB,62,DC United,Major League Soccer,Canada
Bode Hidalgo,RB,62,Real Salt Lake,Major League Soccer,United States
Akil Watts,RB,62,St. Louis CITY SC,Major League Soccer,United States
Jon Martin,CB,62,Real Sociedad,La Liga,Spain
Marius Courcoul,CB,62,Angers SCO,Ligue 1,France
Nicksoen Gomis,CB,62,Toronto FC,Major League Soccer,France
Josh Bauer,CB,62,Nashville SC,Major League Soccer,United States
Tom Barlow,ST,61,Chicago Fire,Major League Soccer,United States
Othmane Maamma,RM,61,Montpellier HSC,Ligue 1,Morocco
Mauricio Cuevas,RB,61,LA Galaxy,Major League Soccer,United States
Kosi Thompson,RB,61,Toronto FC,Major League Soccer,Canada
Ronald Donkor,CM,61,New York Red Bulls,Major League Soccer,Mali
Noah Cobb,CB,61,Atlanta United,Major League Soccer,United States
Ajani Fortune,CM,61,Atlanta United,Major League Soccer,Trinidad and Tobago
Dennis Gjengaar,RM,61,New York Red Bulls,Major League Soccer,Norway
Deandre Kerr,ST,61,Toronto FC,Major League Soccer,Canada
Andrew Thomas,GK,61,Seattle Sounders FC,Major League Soccer,Russia
Johan Manzambi,CM,61,SC Freiburg,Bundesliga,Switzerland
Robert Voloder,CB,61,Sporting Kansas City,Major League Soccer,Germany
Chris Donovan,ST,60,Philadelphia Union,Major League Soccer,United States
Reed Baker-Whiting,RB,60,Seattle Sounders FC,Major League Soccer,United States
Darren Yapi,ST,60,Colorado Rapids,Major League Soccer,United States
Philip Quinton,CB,60,Real Salt Lake,Major League Soccer,United States
Samuele Vignato,ST,60,Monza,Serie A,Italy
Kipp Keller,CB,60,Minnesota United FC,Major League Soccer,United States
Jacob Murrell,ST,60,DC United,Major League Soccer,United States
Connor van den Berg,GK,60,Willem II,Eredivisie,Holland
Simon Becher,ST,60,St. Louis CITY SC,Major League Soccer,United States
Ralph Priso,CDM,60,Vancouver Whitecaps FC,Major League Soccer,Canada
Garrison Tubbs,CB,60,DC United,Major League Soccer,United States
Mike Kleijn,CM,59,Sparta Rotterdam,Eredivisie,Holland
Stephen Afrifa,ST,59,Sporting Kansas City,Major League Soccer,Canada
Efrain Morales,CB,59,Atlanta United,Major League Soccer,Bolivia
Jules-Anthony Vilsaint,ST,59,CF Montréal,Major League Soccer,Canada
Strahinja Tanasijevic,CB,58,New York City FC,Major League Soccer,Serbia
Daniel Munie,LB,58,San Jose Earthquakes,Major League Soccer,United States
Cody Baker,RB,58,Seattle Sounders FC,Major League Soccer,United States
Jackson Hopkins,CAM,58,DC United,Major League Soccer,United States
Jayden Reid,LB,58,St. Louis CITY SC,Major League Soccer,United States
Mason Stajduhar,GK,58,Real Salt Lake,Major League Soccer,United States
Ben Lundt,GK,58,St. Louis CITY SC,Major League Soccer,Germany
Brooklyn Raines,CM,58,Houston Dynamo,Major League Soccer,United States
Malachi Jones,LW,57,New York City FC,Major League Soccer,Sierra Leone
Nolan Norris,CM,57,FC Dallas,Major League Soccer,United States
Calvin Harris,LM,57,Colorado Rapids,Major League Soccer,England
Joel van der Wilt,GK,56,Almere City FC,Eredivisie,Holland
Conner Antley,LB,56,DC United,Major League Soccer,United States
Julian Gaines,RB,56,Nashville SC,Major League Soccer,United States
Matai Akinmboni,CB,55,AFC Bournemouth,Premier League,United States
Gerardo Valenzuela,CAM,55,FC Cincinnati,Major League Soccer,United States
Oliver Semmle,GK,55,Philadelphia Union,Major League Soccer,Germany
Justin Reynolds,RB,54,Chicago Fire,Major League Soccer,United States
Gabriel Segal,ST,54,Houston Dynamo,Major League Soccer,United States
Jeremy Rafanello,ST,54,Philadelphia Union,Major League Soccer,United States
Jackson Travis,LB,53,Colorado Rapids,Major League Soccer,United States
