name,positions,rating,club,league,nationality
Erdoğan Yeşilyurt,RM;LM;RB;RW,66,Antalyaspor,Trendyol Süper Lig,Turkey
Bertuğ Yıldırım,ST,66,Getafe CF,LALIGA EA SPORTS,Turkey
Daisuke Yokota,RM;CM;RW,66,Kaiserslautern,Bundesliga 2,Japan
Yoon Jong Gyu,RB;RM,66,FC Seoul,K League 1,Korea Republic
Kyohei Yoshino,CDM;CM;CB,66,Daegu FC,K League 1,Japan
Jamie Young,GK,66,Melbourne City,A-League,England
Wilitty Younoussa,CM;CDM,66,Rodez AF,Ligue 2 BKT,Cameroon
Bendjaloud Youssouf,RB;RM,66,USL Dunkerque,Ligue 2 BKT,Netherlands
Griffin Yow,RM;RW,66,KVC Westerlo,1A Pro League,United States
Yun Il Lok,RB;LM;ST,66,Ulsan Hyundai,K League 1,Korea Republic
Yun Suk Young,LB;CB,66,Gangwon FC,K League 1,Korea Republic
Cristian Zabala,CM;CDM;RM,66,IDV,Libertadores,Argentina
Vasilis Zagaritis,LB;LM,66,Almere City FC,Eredivisie,Greece
Nicolás Zalazar,CB,66,Junior,Libertadores,Argentina
Maximiliano Zalazar,LM;RM;LW,66,Barracas Central,Primera División,Argentina
Jan Žambůrek,CM;RM,66,Heracles Almelo,Eredivisie,Czech Republic
Edgar Zaracho,CM;CDM,66,S. Ameliano,Sudamericana,Paraguay
Aaron Zehnter,LM;LB;LW,66,SC Paderborn 07,Bundesliga 2,Germany
Ekain,ST,66,R. Racing Club,LALIGA HYPERMOTION,Spain
Zhang Xizhe,CM;CAM;LM,66,Beijing FC,CSL,China PR
Zhang Yuning,ST;LW,66,Beijing FC,CSL,China PR
Milen Zhelev,RB;LB,66,SC Oțelul Galați,SUPERLIGA,Bulgaria
Ervin Zorrilla,ST;LM,66,Metropolitanos,Sudamericana,Panama
Hendrick Zuck,LB;LM,66,Kaiserslautern,Bundesliga 2,Germany
Dario Župarić,CB,66,Portland Timbers,MLS,Croatia
Lovro Zvonarek,CAM;CM,66,SK Sturm Graz,Ö. Bundesliga,Croatia
Aly Abeid,LB,65,CFR 1907 Cluj,SUPERLIGA,Mauritania
Dirk Abels,RB,65,GC Zürich,CSSL,Holland
Paulos Abraham,LM;ST;LW,65,IFK Göteborg,Allsvenskan,Sweden
Amir Abrashi,CM;CDM,65,GC Zürich,CSSL,Albania
Miguel Acosta,GK,65,Argentinos Jrs.,Sudamericana,Argentina
Corey Addai,GK,65,Stockport,EFL League One,Jamaica
Jayden Addai,RW;RM,65,AZ,Eredivisie,Holland
Rio Adebisi,LB;RB,65,Peterborough,EFL League One,England
Victor Adeboyejo,ST,65,Bolton,EFL League One,Nigeria
Michel Ndary Adopo,CM;CDM,65,Cagliari,Serie A Enilive,France
Nikolas Agrafiotis,ST,65,Wehen Wiesbaden,3. Liga,Serbia
Brandon Aguilera,CAM;CM,65,Rio Ave FC,Liga Portugal,Costa Rica
Patrick Agyemang,ST,65,Charlotte FC,MLS,Ghana
Gassan Ahadme,ST,65,Charlton Ath,EFL League One,Morocco
Erik Ahlstrand,RM;ST;RW,65,FC St. Pauli,Bundesliga,Sweden
Will Aimson,CB,65,Wigan Athletic,EFL League One,England
David Ajiboye,RM;RW,65,Peterborough,EFL League One,England
Clément Akpa,LB,65,AJ Auxerre,Ligue 1 McDonald's,Côte d'Ivoire
Aksel Aktaş,CAM;CM;RM,65,Adana Demirspor,Trendyol Süper Lig,Turkey
Hamdi Akujobi,RB;RM,65,Almere City FC,Eredivisie,Nigeria
Abdulaziz Al Bishi,RM;RW,65,Al Ittihad,ROSHN Saudi League,Saudi Arabia
Mohammed Al Dawsari,RB;RM,65,Al Raed,ROSHN Saudi League,Saudi Arabia
Ali Al Hassan,CDM;CM,65,Al Nassr,ROSHN Saudi League,Saudi Arabia
Abdullah Al Khatib,LB;CB,65,Ettifaq FC,ROSHN Saudi League,Saudi Arabia
Mohammed Al Majhad,CDM;CM;RB,65,Al Ahli,ROSHN Saudi League,Saudi Arabia
Abdullah Al Mayoof,GK,65,Al Shabab,ROSHN Saudi League,Saudi Arabia
Saeed Al Muwallad,RB,65,Al Wehda,ROSHN Saudi League,Saudi Arabia
Sumayhan Al Nabit,LM;RM;LW,65,Al Ahli,ROSHN Saudi League,Saudi Arabia
Abdulrahman Al Obud,RM;LM;RW,65,Al Ittihad,ROSHN Saudi League,Saudi Arabia
Madallah Al Olayan,RB;LB,65,Ettifaq FC,ROSHN Saudi League,Saudi Arabia
Saeed Al Rubaie,CB,65,Al Okhdood,ROSHN Saudi League,Saudi Arabia
Yahia Al Shehri,RM;LM;CAM;RW,65,Al Riyadh,ROSHN Saudi League,Saudi Arabia
Amir Al-Ammari,CM,65,Cracovia,PKO BP Ekstraklasa,Iraq
Agustín Alaniz,RW;RM;ST,65,Racing Club,Sudamericana,Uruguay
Carlos Albarrán,RB,65,Córdoba CF,LALIGA HYPERMOTION,Spain
Miiko Albornoz,LB,65,Vejle Boldklub,3F Superliga,Chile
Adrián Alcaraz,ST,65,Guaraní,Sudamericana,Paraguay
Ibrahim Alhassan,CDM;CM,65,Boavista FC,Liga Portugal,Nigeria
Bobby Allain,GK,65,Grenoble Foot 38,Ligue 2 BKT,France
Bastian Allgeier,RB;RM;LM,65,SSV Ulm 1846,Bundesliga 2,Germany
Kevin Amaro,RB,65,Liverpool,Libertadores,Uruguay
Giuseppe Ambrosino,ST,65,Frosinone,Serie BKT,Italy
Isak Helstad Amundsen,CB,65,Molde FK,Eliteserien,Norway
Hugo Ancajima,RB,65,Universitario,Libertadores,Peru
Danny Andrew,LB;CB,65,Cambridge Utd,EFL League One,England
Matteo Angeli,CB,65,Cittadella,Serie BKT,Italy
Anglada,CB,65,SD Huesca,LALIGA HYPERMOTION,Spain
Kent-Are Antonsen,CM;CB;LM,65,Tromsø IL,Eliteserien,Norway
Marcus Antonsson,ST,65,WS Wanderers,A-League,Sweden
Apostolos Apostolopoulos,LB,65,Olympiacos FC,Hellas Liga,Greece
Rob Apter,RM;CAM;RW,65,Blackpool,EFL League One,Scotland
Gabriel Aranda,CB,65,Banfield,Primera División,Argentina
Kelvin Arase,RM;LM;ST;RW,65,SV Waldhof,3. Liga,Austria
Miguel Araujo,CB,65,Portland Timbers,MLS,Peru
Jefferson Arce,CAM;LM;RM,65,Barcelona SC,Libertadores,Ecuador
Theo Archibald,LM;RM;LB;LW,65,Leyton Orient,EFL League One,Scotland
Taïryk Arconte,ST;RM,65,Pau FC,Ligue 2 BKT,France
Allan Arigoni,RB;CB,65,Chicago Fire FC,MLS,Switzerland
Sinclair Armstrong,ST;LM;LW,65,Bristol City,EFL Championship,Republic of Ireland
Taye Ashby-Hammond,GK,65,Stevenage,EFL League One,England
Fisnik Asllani,ST,65,SV Elversberg,Bundesliga 2,Germany
David Atanga,RM;ST;RW,65,Wolfsberger AC,Ö. Bundesliga,Ghana
Mijaíl Avilés,CM;CDM,65,Real Tomayapo,Sudamericana,Venezuela
Jonah Ayunga,ST,65,St. Mirren,Scottish Prem,Kenya
Ayman Azhil,CM;CDM,65,B. Dortmund II,3. Liga,Germany
Pedro Azogue,CDM;CM,65,Nacional Potosí,Sudamericana,Bolivia
Adriel Ba Loua,RM;LM;RW,65,Lech Poznań,PKO BP Ekstraklasa,Côte d'Ivoire
Edgar Babayan,LM;RM;LW,65,Randers FC,3F Superliga,Armenia
David Babunski,CM;CAM;LW,65,Dundee United,Scottish Prem,North Macedonia
Mio Backhaus,GK,65,SV Werder Bremen,Bundesliga,Germany
Nikolai Baden Frederiksen,ST;CAM,65,IFK Göteborg,Allsvenskan,Denmark
Loïc Badiashile,GK,65,Burgos CF,LALIGA HYPERMOTION,France
Dominique Badji,ST;RM,65,D.C. United,MLS,Senegal
Youssouph Badji,ST,65,AGF,3F Superliga,Senegal
Baek Jong Beom,GK,65,FC Seoul,K League 1,Korea Republic
Francisco Báez,CB,65,S. Ameliano,Sudamericana,Paraguay
Sofian Bahloul,RW;CAM;RM,65,SCR Altach,Ö. Bundesliga,France
Bentley Baxter Bahn,CAM;CM,65,Aleman. Aachen,3. Liga,Germany
Odin Bailey,CAM;CM;RW,65,Stockport,EFL League One,England
Stefan Bajic,GK,65,Bristol City,EFL Championship,France
Victor Bak,LB,65,FC Midtjylland,3F Superliga,Denmark
Waleed Bakhashwain,CDM;CM;CB,65,Al Wehda,ROSHN Saudi League,Saudi Arabia
Franco Baldassarra,CM;RM;LM,65,Platense,Primera División,Argentina
Enrico Baldini,ST;CAM,65,Cittadella,Serie BKT,Italy
Óscar Baldomar,RB;CB,65,Nacional Potosí,Sudamericana,Bolivia
Sacha Bansé,CDM;CM,65,Fürth,Bundesliga 2,Burkina Faso
Yusuf Barası,ST;LW,65,Adana Demirspor,Trendyol Süper Lig,Turkey
Enzo Bardeli,CAM;CM;ST,65,USL Dunkerque,Ligue 2 BKT,France
Louie Barry,LW;LM;ST,65,Stockport,EFL League One,England
Norman Bassette,ST,65,Coventry City,EFL Championship,Belgium
Lewis Bate,CM;CDM,65,Stockport,EFL League One,England
Oliver Batista Meier,CAM;LW;ST,65,Dynamo Dresden,3. Liga,Germany
Roko Baturina,ST,65,Málaga CF,LALIGA HYPERMOTION,Croatia
Furkan Bayır,CB,65,Alanyaspor,Trendyol Süper Lig,Turkey
Tom Bayliss,CAM;CM,65,Lincoln City,EFL League One,England
Luca Bazzoli,CDM;CM,65,Preußen Münster,Bundesliga 2,Germany
André Becker,ST,65,Arminia Bielefeld,3. Liga,Brazil
Omar Beckles,CB,65,Leyton Orient,EFL League One,Grenada
Filip Bednarek,GK,65,Lech Poznań,PKO BP Ekstraklasa,Poland
Tjaš Begić,LM;RM;LW,65,Frosinone,Serie BKT,Slovenia
Morten Behrens,GK,65,Preußen Münster,Bundesliga 2,Germany
Florin Bejan,CB,65,FC Hermannstadt,SUPERLIGA,Romania
Reda Belahyane,CDM;CM,65,Hellas Verona,Serie A Enilive,France
Rafik Belghali,RB,65,KV Mechelen,1A Pro League,Algeria
Sam Bell,LM;LW;ST,65,Bristol City,EFL Championship,England
Mohammed Ali Bemammer,CDM;CM,65,NorthEast United,ISL,Morocco
Salim Ben Seghir,LM;LW,65,OM,Ligue 1 McDonald's,France
Darío,RB;CB,65,Sevilla FC,LALIGA EA SPORTS,Spain
Marcel Benger,CDM;CM,65,SC Verl,3. Liga,Germany
César Benítez,CB;RB,65,S. Trinidense,Sudamericana,Paraguay
Edgar Benítez,LW;LM,65,UCV,Sudamericana,Paraguay
Hugo Benítez,CB,65,Olimpia,Sudamericana,Paraguay
Mason Bennett,ST;LW;LM,65,Burton Albion,EFL League One,England
Joe Bennett,LB,65,Oxford United,EFL Championship,England
Léider Berdugo,CM;CDM,65,Junior,Libertadores,Colombia
Jo Inge Berget,ST;RM;LM,65,Sarpsborg 08,Eliteserien,Norway
Emilio Bernad,GK,65,Racing de Ferrol,LALIGA HYPERMOTION,Spain
Fernando Bersano,LB,65,ADT,Sudamericana,Argentina
Vicente Besuijen,CAM;RM,65,Aberdeen,Scottish Prem,Holland
Adel Bettaieb,ST;LW,65,FC Univ. Cluj,SUPERLIGA,Tunisia
Ömer Beyaz,CAM;CM;RM,65,Başakşehir,Trendyol Süper Lig,Turkey
Brian Beyer,ST,65,VfL Osnabrück,3. Liga,France
Flavio Bianchi,ST,65,Brescia,Serie BKT,Italy
Merveille Biankadi,CAM;RM;CM,65,Arminia Bielefeld,3. Liga,Germany
David Bingham,GK,65,Charlotte FC,MLS,United States
Bjarki Steinn Bjarkason,RM;CM;RW,65,Venezia,Serie A Enilive,Iceland
Brynjar Ingi Bjarnason,CB,65,HamKam Fotball,Eliteserien,Iceland
Andreas Bjelland,CB,65,Lyngby BK,3F Superliga,Denmark
Cristian Blanco,LB,65,Alianza FC,Sudamericana,Colombia
Thijmen Blokzijl,CB,65,FC Groningen,Eredivisie,Holland
Ole Didrik Blomberg,RW;LW;RB;RM,65,SK Brann,Eliteserien,Norway
Bror Blume,CM;CDM;CAM,65,WSG Tirol,Ö. Bundesliga,Denmark
Emmanuel Boateng,CM,65,Konyaspor,Trendyol Süper Lig,Ghana
Radu Boboc,RB;LB;RM,65,FC Univ. Cluj,SUPERLIGA,Romania
Benjamin Böckle,LB;LM,65,SK Rapid,Ö. Bundesliga,Austria
Billy Bodin,CAM;LM;ST,65,Burton Albion,EFL League One,Wales
Ștefan Bodișteanu,LW;CAM;LM,65,FC Botoșani,SUPERLIGA,Romania
Florian Bohnert,RB;LB;CB,65,SC Bastia,Ligue 2 BKT,Luxembourg
Kévin Boma,CB,65,Estoril Praia,Liga Portugal,Togo
Jack Bonham,GK,65,Stoke City,EFL Championship,Republic of Ireland
Alex Bono,GK,65,D.C. United,MLS,United States
Rivaldinho,ST,65,Farul Constanța,SUPERLIGA,Brazil
Mihai Bordeianu,CDM;CM;RB,65,Politehnica Iași,SUPERLIGA,Romania
Andrés Borge,RB;LB,65,Real Zaragoza,LALIGA HYPERMOTION,Spain
Léo Borges,LB;CB,65,Pogoń Szczecin,PKO BP Ekstraklasa,Brazil
Axel Borgmann,LB;CM,65,Energie Cottbus,3. Liga,Germany
Tobias Børkeeiet,CDM;CB;CM,65,SK Rapid,Ö. Bundesliga,Norway
Alexandar Borković,CB,65,SK Sturm Graz,Ö. Bundesliga,Austria
Dylan Borrero,LM;CAM;RM;LW,65,New England,MLS,Colombia
Torgeir Børven,ST,65,Odds BK,Eliteserien,Norway
Jesse Bosch,CM;CAM,65,Willem II,Eredivisie,Holland
Zacharie Boucher,GK,65,ESTAC Troyes,Ligue 2 BKT,France
Sofyane Bouzamoucha,CB,65,Servette FC,CSSL,France
Cohen Bramall,LB,65,Rotherham Utd,EFL League One,England
Iker Bravo,ST;LW;RW,65,Udinese,Serie A Enilive,Spain
Louis Breunig,CB;LB,65,Jahn Regensburg,Bundesliga 2,Germany
Samuel Brolin,GK,65,Kalmar FF,Allsvenskan,Sweden
Patrick Brough,LB,65,Northampton,EFL League One,England
Kai Brünker,ST,65,Saarbrücken,3. Liga,Germany
Paris Brunner,ST;LM,65,Cercle Brugge,1A Pro League,Germany
Andreas Bruus,RB;RM,65,AaB,3F Superliga,Denmark
Jesús Bueno,CDM;CM,65,Philadelphia,MLS,Venezuela
Guille Bueno,LB;LM,65,SV Darmstadt 98,Bundesliga 2,Spain
Manu Bueno,CM;CAM;CDM,65,Sevilla FC,LALIGA EA SPORTS,Spain
Rasim Bulić,CDM;CM,65,Jahn Regensburg,Bundesliga 2,Germany
Lars Bünning,CB;LB,65,Dynamo Dresden,3. Liga,Germany
Max Burgess,CAM;LM,65,Sydney FC,A-League,Australia
Matt Butcher,CM;CDM,65,Wycombe,EFL League One,England
Dan Butler,LB,65,Stevenage,EFL League One,England
Alexandru Buzbuchi,GK,65,Farul Constanța,SUPERLIGA,Romania
Vitor Gabriel,ST,65,Gangwon FC,K League 1,Brazil
Walter Cabrera,CB;RB,65,S. Ameliano,Sudamericana,Paraguay
Bruno Cabrera,CB,65,Coquimbo Unido,Sudamericana,Paraguay
Bailey Cadamarteri,ST,65,Sheffield Wed,EFL Championship,England
Aaron Calver,CB;RB,65,Daejeon,K League 1,Australia
Pablo Camacho,RB;CB,65,Dep. Táchira,Libertadores,Venezuela
Etienne Camara,CDM;CM,65,Sp. Charleroi,1A Pro League,France
Lyall Cameron,CM;CAM;RM,65,Dundee FC,Scottish Prem,Scotland
Josh Campbell,CAM;CM,65,Hibernian,Scottish Prem,Scotland
Simone Canestrelli,CB,65,Pisa,Serie BKT,Italy
Leonardo Capezzi,CM;CDM,65,Carrarese Calcio,Serie BKT,Italy
Àlex Carbonell,CM;CDM,65,Almere City FC,Eredivisie,Spain
Rafael Santos,LB,65,Orlando City,MLS,Brazil
Rudy Cardozo,CM;CAM;LM,65,Wilstermann,Sudamericana,Bolivia
Sonny Carey,CM;CAM,65,Blackpool,EFL League One,England
Adam Carlén,CDM;CM,65,IFK Göteborg,Allsvenskan,Sweden
Trevor Carson,GK,65,Dundee FC,Scottish Prem,Northern Ireland
Florian Carstens,CB,65,Wehen Wiesbaden,3. Liga,Germany
Marc Casadó,CDM;CM;RB,65,FC Barcelona,LALIGA EA SPORTS,Spain
Tino Casali,GK,65,Braunschweig,Bundesliga 2,Austria
Aljaž Casar,CM;CDM,65,Dynamo Dresden,3. Liga,Slovenia
Niklas Castro,LW;LM,65,SK Brann,Eliteserien,Chile
Matias Cavalleri,RW;RM;LW,65,Unión La Calera,Sudamericana,Chile
Víctor Cedrón,CAM;LW,65,ADT,Sudamericana,Peru
Michele Cerofolini,GK,65,Frosinone,Serie BKT,Italy
Sava-Arangel Čestić,CB,65,Heracles Almelo,Eredivisie,Serbia
Sofyan Chader,LM;RM;ST;LW,65,FC Luzern,CSSL,France
Ilyas Chaira,RM;LM;CAM;RW,65,R. Oviedo,LALIGA HYPERMOTION,Morocco
Wálter Chalá,RM;RW;LM,65,Dep. Cuenca,Sudamericana,Ecuador
Joseph Champness,LW;LM,65,Auckland FC,A-League,New Zealand
Maikel Chang,RM;LM;RW,65,Real Salt Lake,MLS,Cuba
Pablo Chavarría,ST;RM,65,Belgrano,Sudamericana,Argentina
Cheng Jin,RM;CM;RW,65,Zhejiang Pro,CSL,China PR
Cheng Yuelei,GK,65,Meizhou Hakka FC,CSL,China PR
Martín Chiatti,CB,65,Wilstermann,Sudamericana,Argentina
Mattia Chiesa,GK,65,Hellas Verona,Serie A Enilive,Italy
Ethan Chislett,CAM,65,Port Vale,EFL League Two,South Africa
Choi Kyu Baek,CB;RB,65,Suwon FC,K League 1,Korea Republic
Michał Chrapek,CAM;CDM,65,Piast Gliwice,PKO BP Ekstraklasa,Poland
Sébastien Cibois,GK,65,Rodez AF,Ligue 2 BKT,France
Mateusz Cichocki,CB,65,Radomiak Radom,PKO BP Ekstraklasa,Poland
Andrejs Cigaņiks,LB;LM,65,FC Luzern,CSSL,Latvia
Luca Cigarini,CDM;CM,65,Reggiana,Serie BKT,Italy
Tolcay Ciğerci,CAM;RW,65,Energie Cottbus,3. Liga,Turkey
Alexandru Cîmpanu,RM;RW;CAM,65,UTA Arad,SUPERLIGA,Romania
Giorgio Cittadini,CB,65,Frosinone,Serie BKT,Italy
Sean Clare,RB;RM;CB,65,Leyton Orient,EFL League One,England
Caden Clark,CAM;CM;LM,65,CF Montréal,MLS,United States
Yannis Clementia,GK,65,SM Caen,Ligue 2 BKT,France
Alexandre Coeff,RB;CB,65,Kerala Blasters,ISL,France
Reece Cole,CM;CAM,65,Exeter City,EFL League One,England
Collado,ST;RM,65,Gil Vicente,Liga Portugal,Spain
Will Collar,CM,65,Stockport,EFL League One,England
Gabriel Compagnucci,RB;CB,65,Belgrano,Sudamericana,Argentina
Callum Connolly,CB;RB;CDM,65,Stockport,EFL League One,England
Facinet Conte,ST,65,BSC Young Boys,CSSL,Guinea
Anderson Contreras,CM;CAM;CDM,65,Caracas FC,Libertadores,Venezuela
Andy Cook,ST,65,Bradford City,EFL League Two,England
Tommaso Corazza,LB;LM;RB,65,Bologna,Serie A Enilive,Italy
Kobe Corbanie,RB,65,Royal Antwerp FC,1A Pro League,Belgium
Juan Cornejo,CB;LB,65,Coquimbo Unido,Sudamericana,Chile
Miguel Cornejo,CAM;CM,65,Dep. Garcilaso,Sudamericana,Peru
Valentin Costache,RM;LM;ST;RW,65,UTA Arad,SUPERLIGA,Romania
Cristian Costin,RB;RM,65,FC Dinamo 1948,SUPERLIGA,Romania
Matthew Cox,GK,65,Brentford,Premier League,England
Valerio Crespi,ST,65,Südtirol,Serie BKT,Italy
Valentin Crețu,RB,65,FCSB,SUPERLIGA,Romania
Max Crocombe,GK,65,Burton Albion,EFL League One,New Zealand
Svenn Crone,RB,65,SK Brann,Eliteserien,Denmark
Héctor Cuellar,CM;CDM;RB,65,Always Ready,Sudamericana,Bolivia
Brahian Cuello,LM;RM;LW,65,Instituto,Primera División,Argentina
Mladen Cvjetinovic,CB,65,FC Ingolstadt 04,3. Liga,Germany
Lennart Czyborra,LB,65,WSG Tirol,Ö. Bundesliga,Germany
Pedro Moreira,CM;CDM,65,Arouca,Liga Portugal,Portugal
Erdon Daci,ST;LM,65,KVC Westerlo,1A Pro League,North Macedonia
Fredrik K. Dahl,CB,65,Strømsgodset IF,Eliteserien,Norway
Pontus Dahlberg,GK,65,IFK Göteborg,Allsvenskan,Sweden
Leon Dajaku,RM;CAM;LW;RW,65,Hajduk Split,Liga Hrvatska,Germany
Marc Dal Hende,LB;LM,65,Sønderjyske,3F Superliga,Denmark
Dalmau,ST,65,Korona Kielce,PKO BP Ekstraklasa,Spain
Bence Dárdai,CAM;CM,65,VfL Wolfsburg,Bundesliga,Germany
Juande,CB,65,CD Tenerife,LALIGA HYPERMOTION,Spain
Kevin De La Hoz,RB;CB,65,Metropolitanos,Sudamericana,Venezuela
Francesco De Rose,CDM;CM,65,Cesena,Serie BKT,Italy
Luís Phelipe,LW;RW;CAM;LM,65,FCSB,SUPERLIGA,Brazil
Nils De Wilde,CDM;CM,65,Cercle Brugge,1A Pro League,Belgium
Robbie Deas,CB;LB,65,Kilmarnock,Scottish Prem,Scotland
Duccio Degli Innocenti,CDM;CM,65,Spezia,Serie BKT,Italy
Carlos Delgado,CB,65,Odisha FC,ISL,Spain
Mickey Demetriou,CB,65,Crewe Alexandra,EFL League Two,England
Yohan Demoncy,CM;CDM;CAM,65,FC Annecy,Ligue 2 BKT,France
Kyle Dempsey,CM;CAM,65,Bolton,EFL League One,England
Đorđe Denić,CM;CAM;CDM,65,Henan FC,CSL,Serbia
Alfie Devine,CAM;CM,65,Spurs,Premier League,England
Yadaly Diaby,LM;ST;LW,65,Clermont Foot 63,Ligue 2 BKT,Guinea
Mamady Diambou,CDM;CM,65,RB Salzburg,Ö. Bundesliga,Mali
Sory Ibrahim Diarra,ST,65,FK Haugesund,Eliteserien,Mali
Vagner,ST;LM,65,Radomiak Radom,PKO BP Ekstraklasa,Cape Verde Islands
Justin Diehl,LM;ST;LW,65,VfB Stuttgart,Bundesliga,Germany
Lars Dietz,CB,65,Viktoria Köln,3. Liga,Germany
Marko Divković,LB;LM,65,Brøndby IF,3F Superliga,Croatia
Lewis Dobbin,LM;ST;LW,65,West Brom,EFL Championship,England
Christos Donis,CDM,65,Radomiak Radom,PKO BP Ekstraklasa,Greece
Nick Doodeman,RW;RM,65,Willem II,Eredivisie,Holland
Robson,CB;RB,65,Wilstermann,Sudamericana,Brazil
Daniel Dos Santos,CAM;CM,65,FC Lugano,CSSL,Switzerland
Diogo Calila,RB;LB,65,Santa Clara,Liga Portugal,Portugal
Anderson,RM;RB;RW,65,Blau-Weiss Linz,Ö. Bundesliga,Brazil
Micael,CB,65,Houston Dynamo,MLS,Brazil
Damion Downs,ST,65,1. FC Köln,Bundesliga 2,United States
Issiar Dramé,CB,65,Estrela Amadora,Liga Portugal,Mali
Manuel Duarte,CM;CAM;RM,65,Barracas Central,Primera División,Argentina
Edoardo Duca,CAM;CM,65,Modena,Serie BKT,Italy
Michael Duffy,LM;LW,65,Derry City,SSE Airtricity PD,Republic of Ireland
Tomás Durso,GK,65,Atlético Tucumán,Primera División,Argentina
Daniel Edelman,CDM;CM,65,Red Bulls,MLS,United States
Malcom Edjouma,CM;CDM,65,FCSB,SUPERLIGA,Morocco
Daniel Eid,RB,65,Fredrikstad FK,Eliteserien,Norway
Noah Eile,CB,65,Red Bulls,MLS,Sweden
Anouar El Azzouzi,CDM,65,PEC Zwolle,Eredivisie,Morocco
Agon Elezi,CDM;RM;CM,65,VfL Bochum 1848,Bundesliga,North Macedonia
Mikael Egill Ellertsson,CM;LM;RM,65,Venezia,Serie A Enilive,Iceland
Mario Engels,ST;LM;RM,65,Heracles Almelo,Eredivisie,Germany
Mads Enggård,CM,65,Molde FK,Eliteserien,Denmark
Jusef Erabi,ST,65,Hammarby IF,Allsvenskan,Sweden
Victor Eriksson,CB,65,Hammarby IF,Allsvenskan,Sweden
Ertuğrul Ersoy,CB,65,Gaziantep,Trendyol Süper Lig,Turkey
Tiri,CB;LB,65,Mumbai City FC,ISL,Spain
Santiago Etchebarne,CB,65,Danubio,Sudamericana,Uruguay
Jean Lambert Evan's,LB;LM,65,Pau FC,Ligue 2 BKT,France
George Evans,CDM;CM;CB,65,Wrexham,EFL League One,England
Will Evans,ST,65,Mansfield Town,EFL League One,Wales
Omar Faraj,ST;CAM,65,AIK,Allsvenskan,Palestine
Neil Farrugia,RM;LB;RW,65,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland
Maryan Faryna,CB;LB,65,Shakhtar Donetsk,Ukrayina Liha,Ukraine
Gianlucca Fatecha,CAM;CM,65,Cerro Largo,Sudamericana,Paraguay
Betim Fazliji,CDM;CB,65,FC St. Gallen,CSSL,Kosovo
Gino Fechner,CDM;CM;CB,65,Wehen Wiesbaden,3. Liga,Germany
Feng Jin,RM;RB;RW,65,Shanghai Port FC,CSL,China PR
Rodrigo Fernández,CM,65,Newell's,Primera División,Uruguay
Juan Ibiza,CB,65,Widzew Łódź,PKO BP Ekstraklasa,Spain
Luis Fernández,CAM;ST,65,Lechia Gdańsk,PKO BP Ekstraklasa,Spain
João Valido,GK,65,Arouca,Liga Portugal,Portugal
Ivan Filipović,GK,65,Dinamo Zagreb,Liga Hrvatska,Croatia
Ethan Finlay,RM;LM;RW,65,Austin FC,MLS,United States
Ashley Fletcher,ST,65,Blackpool,EFL League One,England
Alberto Flores,GK,65,Sevilla FC,LALIGA EA SPORTS,Spain
Sadik Fofana,CB;CDM,65,Leverkusen,Bundesliga,Germany
Boubacar Fofana,ST;LM;LW,65,FC Winterthur,CSSL,France
Ben Folami,LW;RW;ST;LM,65,Melb. Victory,A-League,Australia
Tyrese Fornah,CM;CDM,65,Salford City,EFL League Two,Sierra Leone
Omari Forson,RM;CAM;RW,65,Monza,Serie A Enilive,England
Héctor Fort,RB;CB,65,FC Barcelona,LALIGA EA SPORTS,Spain
Fortuño,GK,65,RCD Espanyol,LALIGA EA SPORTS,Spain
Matías Fracchia,CB;LB,65,Danubio,Sudamericana,Uruguay
Marcus Fraser,CB,65,St. Mirren,Scottish Prem,Scotland
Ulrik Fredriksen,CB;RB,65,FK Haugesund,Eliteserien,Norway
Macklin Freke,GK,65,Brisbane Roar,A-League,Australia
Juan Freytes,CB;LB;LM,65,Alianza Lima,Libertadores,Argentina
Per Frick,ST,65,IF Elfsborg,Allsvenskan,Sweden
Ludvig Fritzson,CM,65,Brommapojkarna,Allsvenskan,Sweden
Fu Huan,RB;CB,65,Shanghai Port FC,CSL,China PR
Marius Funk,GK,65,FC Ingolstadt 04,3. Liga,Germany
Borja Galán,LM;RM;LW,65,GKS Katowice,PKO BP Ekstraklasa,Spain
Sebastián Galani,CDM;CM,65,Coquimbo Unido,Sudamericana,Chile
Nicolas Galazzi,CAM,65,Brescia,Serie BKT,Italy
Declan Gallagher,CB,65,Dundee United,Scottish Prem,Scotland
Valerică Găman,CB,65,FC Hermannstadt,SUPERLIGA,Romania
Noah Ganaus,ST,65,Jahn Regensburg,Bundesliga 2,Germany
Gao Tianyi,CM;RM,65,Shanghai Shenhua,CSL,China PR
Gustavo Garcia,RB,65,Nacional,Liga Portugal,Brazil
Gonzalo,LM;ST;LW,65,Real Madrid,LALIGA EA SPORTS,Spain
Jake Garrett,CDM;CM,65,Bristol Rovers,EFL League One,England
Ben Garrity,CM;CAM,65,Port Vale,EFL League Two,England
Paul Gartler,GK,65,SK Rapid,Ö. Bundesliga,Austria
Djeidi Gassama,LM;LW,65,Sheffield Wed,EFL Championship,France
Dieudonné Gaucho Debohi,CDM;CM,65,SM Caen,Ligue 2 BKT,Côte d'Ivoire
Pep Gayà,CB,65,CD Tenerife,LALIGA HYPERMOTION,Spain
Max Geschwill,CB,65,Holstein Kiel,Bundesliga,Germany
